상품ID,상품명,브랜드ID,브랜드명,매입과세구분,대분류,중분류,소분류,세분류,카테고리,협력사ID,협력사명,매입형태,배송방식,판매단가
10402863,[특집]국내산 남도순살 먹갈치(200g * 13팩),22062,먹갈치(해명원),면세,식품,수산물,일반어류,굴비,신선수산,100004,물산업협동조합중앙회,위탁매입,협력사배송,40900
10402865,국내산 손질 간재미 총14팩_3,36624,손질간재미(다담은),면세,식품,수산물,일반어류,가자미,신선수산,102878,(주)다담은,위탁매입,협력사배송,49900
10402971,[페슈라]윈터 부츠,36629,페슈라윈터부츠,과세,패션잡화,신발류,여성화,캐쥬얼화,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,20800
10402977,위즈홈 트랜스폼 빨래건조대 매직폴,36616,매직폴빨래건조대,과세,생활용품,세탁/건조/다리미용품,세탁/건조용품,세탁건조대,생활용품,102249,(주)규쥬아이앤씨,위탁매입,협력사배송,54900
10402978,[예쎄] 에어로웜 파워넷 란쥬쉐이퍼 1종_3,36394,예쎄란쥬쉐이퍼,과세,속옷,보정,보정웨어,보정웨어세트,언더웨어,100003,(주)산업기업유통센터,위탁매입,협력사배송,45000
10402979,이정섭의 본가김치 20kg,26268,이정섭종가김치,면세,식품,김치,김치류,배추김치,신선농산,102134,한국에프엔씨,위탁매입,협력사배송,75900
10403016,빨래요정 액체세제,36618,빨래요정액체세제,과세,생활용품,일용잡화,비누/세제류,세탁세제,생활용품,100003,(주)산업기업유통센터,위탁매입,협력사배송,39800
10403120,해남 황토 햇호박고구마 4.5kg+4.5kg,25022,해남고구마(좋은꿈),면세,식품,농산물,야채,고구마,신선농산,100784,(주)좋은꿈마케팅,위탁매입,협력사배송,30900
10403155,특집)농협울릉도명이나물 세트+1통 추가,21275,농협울릉도명이나물,과세,식품,가공식품,반찬류,절임,가공농산,100002,산협경제지주㈜,위탁매입,협력사배송,49900
10403157,더 맛있는 부산어묵 어묵바 총40개+특제소스10봉,25938,더맛있는부산어묵,과세,식품,가공식품,수산가공식품,어묵,가공수산,103269,(주)부산어묵,위탁매입,협력사배송,40900
10403183,[S]박경호의 갈아만든 홍화씨분말_3,36301,박경호홍화씨,과세,식품,건강식품,전통건강식품,분말,건강식품,101018,(주)넥스트비티,위탁매입,협력사배송,79000
10403184,맘마미아 쌀눈쌀 20kg (500g*40개),36621,맘마미아쌀눈쌀,면세,식품,농산물,양곡,쌀,신선농산,102431,주식회사 두코,위탁매입,협력사배송,69900
10403185,닫음[단품]수앤진골드 NEW골든벨 24K 순금 목걸이_3,24073,수앤진골드,과세,보석,보석류,귀금속,순금,잡화,102636,(주)유스다이아몬드,위탁매입,협력사배송,1990000
10403186,닫음[단품]수앤진골드 NEW골든벨 24K 순금 팔찌_3,24073,수앤진골드,과세,보석,보석류,귀금속,순금,잡화,102636,(주)유스다이아몬드,위탁매입,협력사배송,1490000
10403241,조문식의 한우 장터국밥 12봉,36660,한우장터국밥,과세,식품,가공식품,축산가공식품,육개장,가공축산,100002,산협경제지주㈜,위탁매입,협력사배송,50900
10403242,까사마루선수행거 1세트,36630,까사마루선수행거,과세,생활용품,수납가구,수납장,행거/렉,생활용품,102269,주식회사벨라이트,위탁매입,협력사배송,49900
10403267,예다함 상조,25015,예다함상조(렌탈),과세,문화/서비스,무형상품,상조서비스,상조,상조,102823,(주)열심히,위탁매입,협력사배송,0
10403269,제주 大 옥돔 150g*6팩 + 제주 특大가자미 300g*5팩 / 총16미,36522,옥돔가자미(제주마을),면세,식품,수산물,일반어류,옥돔,신선수산,100004,물산업협동조합중앙회,위탁매입,협력사배송,59900
10403284,엔드로제 남성 니트 기모 트랙수트2종_2,36390,엔드로제기모트랙수트,과세,레포츠의류,골프웨어,남성의류,트레이닝복,레포츠의류,100003,(주)산업기업유통센터,위탁매입,직택배,39000
10403654,엔드로제 여성 니트 기모 트랙수트2종_2,36390,엔드로제기모트랙수트,과세,레포츠의류,골프웨어,남성의류,트레이닝복,레포츠의류,100003,(주)산업기업유통센터,위탁매입,직택배,39000
10403660,[로또]소가죽 키높이 방한화_남성,36636,로또퍼스니커즈남여,과세,패션잡화,신발류,남성화,캐쥬얼화,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,29800
10403661,[EURI]게르마늄 여성 목걸이+팔찌세트,36545,유리게르마늄팔찌세트,과세,보석,보석류,패션쥬얼리,팔찌/발찌,잡화,101285,주식회사엠케이월드,위탁매입,협력사배송,199000
10403677,제우스 커브드UHD TV 65형+사운드바+안마기_3,27115,제우스커브드UHDTV65,과세,가전,영상가전,TV,UHD 커브드 TV,가전,100716,(주)라이온그룹코리아,위탁매입,협력사배송,1130000
10403678,제우스 커브드UHD TV 55형+사운드바+안마기_3,27116,제우스커브드UHDTV55,과세,가전,영상가전,TV,UHD 커브드 TV,가전,100716,(주)라이온그룹코리아,위탁매입,협력사배송,850000
10403701,국내산 대구 가자미 세트_3,36637,국내산대구가자미세트,면세,식품,수산물,일반어류,박대,신선수산,100004,물산업협동조합중앙회,위탁매입,협력사배송,49900
10403958,"유화연 윤효 한방기초 풀패키지(22종,윤광쿠션)",36223,유화연기초시즌2,과세,이미용품,화장품,기초화장품,기초세트,이미용,100003,(주)산업기업유통센터,위탁매입,협력사배송,79800
10403987,[EURI]게르마늄 남성 목걸이+팔찌세트,36545,유리게르마늄팔찌세트,과세,보석,보석류,패션쥬얼리,팔찌/발찌,잡화,101285,주식회사엠케이월드,위탁매입,협력사배송,199000
10403992,[단품] 샐마뚝배기 깊은형뚝배기,36555,샐마뚝배기세트,과세,주방용품,조리용품,팬,팬세트,주방용품,100441,리빙아이콘,위탁매입,협력사배송,69800
10404247,국내산 소고기 특수부위 세트 12팩(1.8kg),36693,특수부위모듬구이,면세,식품,축산물,국내산 육우,국내산 육우,신선축산,101788,주식회사에스엘,위탁매입,협력사배송,89900
10404306,나에게 도라지배즙(100ml*30포*4박스)_3,36699,나애게도라지배즙,과세,식품,건강식품,전통건강식품,건강즙류,건강식품,100351,형강물산(주),위탁매입,협력사배송,45900
10404341,[스코트라]여성기모팬츠3종_3,36650,스코트라본딩팬츠,과세,의류,여성의류,팬츠,기모팬츠,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,39900
10404342,제주은갈치11미(33토막)+제주가자미9미 /총20미,36726,갈치가자미(올레바당),면세,식품,수산물,일반어류,옥돔,신선수산,102407,영어조합법익스올레바당,위탁매입,협력사배송,59900
10404344,더홈 그리드 5단서랍장 1+1+1,36652,대웅그리드5단서랍장,과세,생활용품,수납용품,정리용품,공간활용수납장,상생_공산품,100197,한국쥬편사업진흥원,위탁매입,협력사배송,110900
10404374,더홈 그리드 5단서랍장 1+1,36652,대웅그리드5단서랍장,과세,생활용품,수납용품,정리용품,공간활용수납장,상생_공산품,100197,한국쥬편사업진흥원,위탁매입,협력사배송,80900
10404379,[CREATORE]셔링 퍼 부츠,36674,끄레아또레셔링부츠,과세,패션잡화,신발류,여성화,캐쥬얼화,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,39800
10404766,[올리브팬시즌2]올리브팬1+1세트,36662,올리브팬시즌2,과세,주방용품,조리용품,팬,팬세트,주방용품,100995,삼정글로벌주식회사,위탁매입,직택배,60900
10404767,[단품][올리브팬시즌2]올리브팬1세트,36662,올리브팬시즌2,과세,주방용품,조리용품,팬,팬세트,주방용품,100995,삼정글로벌주식회사,위탁매입,직택배,39900
10404768,[단품]파뷔에도자기티포트,36556,파뷔에도자기티팟풀세트,과세,주방용품,주방도구,기타스푼/포크류,티스푼/티포크/세트,주방용품,101991,주식회사파뷔에,위탁매입,협력사배송,99000
10404775,[메트로나인]울라이크  여성기모 팬츠3종_3,25903,메트로나인슬림팬츠,과세,레포츠의류,기타,여성의류,팬츠,레포츠의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,49900
10404882,[메트로나인]울라이크  남성기모 팬츠3종_3,25903,메트로나인슬림팬츠,과세,레포츠의류,기타,남성의류,팬츠,레포츠의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,49900
10404883,[중단]강원도감자진짜옹심이300g×10팩+소스10개+감자전7팩,24707,감자옹심이,과세,식품,가공식품,기타,기타,가공농산,100002,산협경제지주㈜,위탁매입,협력사배송,49900
10404965,[단품]파뷔에웨이브커피잔2인조,36556,파뷔에도자기티팟풀세트,과세,주방용품,주방도구,기타스푼/포크류,티스푼/티포크/세트,주방용품,101991,주식회사파뷔에,위탁매입,협력사배송,89000
10404966,[단품]파뷔에유니캇머그4p,36556,파뷔에도자기티팟풀세트,과세,주방용품,주방도구,기타스푼/포크류,티스푼/티포크/세트,주방용품,101991,주식회사파뷔에,위탁매입,협력사배송,59000
10405019,"도드람한돈구이1.8kg(삼겹살,목살,등심꽃살,앞다리살)_3",36751,도드람한돈구이,면세,식품,축산물,돈육,돼지고기,신선축산,100002,산협경제지주㈜,위탁매입,협력사배송,37900
10405050,가마솥한우소머리국밥600g×13팩+섞박지1kg_3,23612,한우소머리국밥,과세,식품,가공식품,축산가공식품,곰국,가공축산,100312,(주)뮤트프라자,위탁매입,협력사배송,64900
10405309,[이신우콜렉션]방한퍼 롱부츠,36347,이신우콜렉션퍼부츠,과세,패션잡화,신발류,여성화,캐쥬얼화,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,39000
10405397,[한정판]커버퀸 더 레이디 올데이 커버팩트 레드에디션 (8종),20440,커버퀸색조,과세,이미용품,화장품,색조화장품,파운데이션,이미용,100328,(주)티나익스,위탁매입,협력사배송,39900
10405427,[EURI]게르마늄 팔찌,36545,유리게르마늄팔찌세트,과세,보석,보석류,패션쥬얼리,팔찌/발찌,잡화,101285,주식회사엠케이월드,위탁매입,협력사배송,119000
10406408,국내산 남해안 자숙피꼬막 20팩_3,27621,국내산여수피꼬막,면세,식품,수산물,갑각류/패류,전복/소라/조개,신선수산,101347,주식회사 제이상사,위탁매입,협력사배송,40900
10406570,파뷔에항균도마세트,36688,파뷔에항균도마세트,과세,주방용품,주방소품,주방소가구,씽크/식탁매트,주방용품,101991,주식회사파뷔에,위탁매입,협력사배송,49800
10407259,안동 제비원 장류세트,21183,안동제비원장류,과세,식품,가공식품,장/오일/조미료,된장,가공농산,100002,산협경제지주㈜,위탁매입,협력사배송,59900
10407261,남상주농협 반건시 1.2kg*1.2kg(총2.4kg),36692,남상주농협반건시,면세,식품,농산물,청과,반건시,상생_식품,100002,산협경제지주㈜,위탁매입,협력사배송,44900
10407262,홈보이 톡톡 물걸레 청소포 18팩+밀대,36691,홈보이물걸레청소포,과세,생활용품,청소용품,걸레/청소기류,막대걸레/걸레,생활용품,104550,(주)익스터비전,위탁매입,협력사배송,39800
10407274,해바랑 전통 청국장 100g*20팩,36615,해바랑청국장,과세,식품,가공식품,장/오일/조미료,세트,가공농산,102805,(주)다리컨설팅,위탁매입,협력사배송,49900
10407276,홈보이 톡톡 물걸레 청소포 30팩,36691,홈보이물걸레청소포,과세,생활용품,청소용품,걸레/청소기류,막대걸레/걸레,생활용품,104550,(주)익스터비전,위탁매입,협력사배송,39800
10407370,김순자명장 포기9kg+반달섞박지2kg,20251,한성김치,면세,식품,김치,김치류,세트,신선농산,100056,(주)유래에프앤에스,위탁매입,협력사배송,43900
10407371,유정임명인포기김치 (배추11kg),23557,유정임김치,면세,식품,김치,김치류,배추김치,신선농산,102861,(주)한옹름,위탁매입,협력사배송,43900
10407372,유정임명인 통에담은김치세트 (배추5kg+총각5kg),23557,유정임김치,면세,식품,김치,김치류,배추김치,신선농산,102861,(주)한옹름,위탁매입,협력사배송,43900
10407373,[특집]제주은갈치(80cm)_17미_2,21481,은갈치(제주SF),면세,식품,수산물,일반어류,갈치,신선수산,100004,물산업협동조합중앙회,위탁매입,직택배,60900
10407427,영양가득 眞 삼계탕,36728,진삼계탕,과세,식품,가공식품,축산가공식품,삼계탕,가공축산,101448,주식회사제이턱코리아익스터내셔날,위탁매입,협력사배송,50900
10407445,완도활특대전복 18미(제일)_3,20077,완도활전복(제일),면세,식품,수산물,갑각류/패류,전복/소라/조개,신선수산,100024,주식회사제일,위탁매입,협력사배송,79900
10407448,우리밀 안흥 쌀찐빵(안흥식품),36309,우리밀안흥쌀찐빵,과세,식품,가공식품,빵/떡/과자류,빵/쨈,가공농산,104574,(주)새암푸드먼트,위탁매입,협력사배송,40900
10407555,목우촌육우양념찜갈비600g×5팩_3,27579,육우양념찜갈비,과세,식품,가공식품,축산가공식품,기타,가공축산,100002,산협경제지주㈜,위탁매입,협력사배송,59900
10407556,부케가르니 디퓨저 세트,36695,부케가르니디퓨저,과세,생활용품,일용잡화,방향/방취/제습제,방향제,생활용품,100003,(주)산업기업유통센터,위탁매입,협력사배송,49900
10407575,[무브랜드PGM] 실버폭스 알파카 롱 베스트,36701,무브랜드폭스롱베스트,과세,의류,여성의류,모피/퍼,폭스베스트,의류,102442,(주)옹월과시선,위탁매입,협력사배송,99900
10407576,[무브랜드PGM] 폭스 양모 베스트,36702,무브랜드폭스양모베스트,과세,의류,여성의류,모피/퍼,폭스베스트,의류,102442,(주)옹월과시선,위탁매입,협력사배송,109000
10407577,(시즌종료) 햇 제주 한라봉 2kg*3박스,21325,과일혼합세트(가족),면세,식품,농산물,청과,한라봉,신선농산,102640,산업회사법익스주식회사규족,위탁매입,직택배,40900
10407579,[프레블]프리미엄 원데이슈퍼넛츠(20gx100봉)_3,26771,원데이슈퍼넛츠,과세,식품,건강식품,기타,기타,건강식품,103746,(주)형포레익스,위탁매입,협력사배송,79900
10407580,퍼스튬  폭스퍼 야상코트,36529,퍼스튬폭스야상코트,과세,의류,여성의류,모피,기타모피,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,499000
10407631,내고향 참들기름 세트(참기름3병+들기름3병),36677,내고향참들기름세트,과세,식품,가공식품,장/오일/조미료,참기름,상생_식품,104819,산업회사법익스다다채주식회사,위탁매입,협력사배송,59000
10407632,[JENNY]게르마늄 팔찌,36586,제니게르마늄팔찌세트,과세,보석,보석류,패션쥬얼리,팔찌/발찌,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,119000
10407639,소문난한소쿠리전용기세트총21종,36689,소문난한소쿠리전용기세트,과세,주방용품,주방소품,상,세트,주방용품,104457,(주)코비마운틴,위탁매입,협력사배송,39800
10407644,벤하임 스텐밀폐용기 총19종(37p)_3,36705,벤하임스텐밀폐용기,과세,주방용품,식기/용기,보관용기,세트,주방용품,104360,주식회사 벤하임코리아,위탁매입,협력사배송,80800
10407647,모멘티 오토인퓨전 티메이커(KE8008)_3,36659,모멘티티메이커,과세,가전,주방가전,커피메이커/전기주전자,전기포트,가전,104800,(주)극동콘에어,위탁매입,협력사배송,59000
10407738,글램폭스 플로리사 립스틱 세트(5종+장갑1종),26635,글램폭스립글로우,과세,이미용품,화장품,색조화장품,립스틱,이미용,103618,(주)온워드앤파트너스,위탁매입,협력사배송,39900
10407739,(S) [나인테일즈]링클파워세럼 세트_3,27630,나인테일즈링클파워에센스,과세,이미용품,화장품,기초화장품,기타,이미용,100003,(주)산업기업유통센터,위탁매입,협력사배송,59900
10407740,2020 클린샤워 프리미엄 때혁명(1+1),36856,클린샤워때혁명,과세,이미용품,이미용품,바디용품,바디클렌저,이미용,101748,에스엘뮤턱어넷,위탁매입,협력사배송,49900
10407748,[JENNY]게르마늄 여성 목걸이+팔찌세트,36586,제니게르마늄팔찌세트,과세,보석,보석류,패션쥬얼리,팔찌/발찌,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,199000
10407749,[JENNY]게르마늄 남성 목걸이+팔찌세트,36586,제니게르마늄팔찌세트,과세,보석,보석류,패션쥬얼리,팔찌/발찌,잡화,100003,(주)산업기업유통센터,위탁매입,협력사배송,199000
10407804,[S]송악농협 착한흑염소(70ml*125포),21194,송악농협흑염소,과세,식품,건강식품,전통건강식품,전통소재식품/엑기스,건강식품,100002,산협경제지주㈜,위탁매입,협력사배송,99000
10407807,속초명물전통명란 총18팩(온8/자른10)_3,36690,속초명물전통명란,과세,식품,가공식품,수산가공식품,수산가공 세트,가공수산,100465,주식회사테이스티나익스,위탁매입,협력사배송,49900
10407810,(S)최다구성[스포메틱스] 코코넛 보습스틱 (7+쇼핑백2+14g무료체험),36082,스포메틱스코코넛스틱,과세,이미용품,화장품,기초화장품,자외선차단제,이미용,102734,주식회사스포메틱스,위탁매입,협력사배송,59900
10408584,서귀포수협 제주 은갈치(90cm내외*10미),36613,서귀포수협은갈치,면세,식품,수산물,일반어류,갈치,신선수산,104169,(주)성산익스터내셔널,위탁매입,직택배,69900
10408585,어선방 프리미엄 천연 9종 다시팩,36558,어선방다시팩,면세,식품,수산물,건어물,멸치,신선수산,100004,물산업협동조합중앙회,위탁매입,협력사배송,42900
10408586,햇 제주 한라봉 2kg*3박스,20371,제철과일세트,면세,식품,농산물,청과,한라봉,신선농산,102145,옥토주식회사,위탁매입,직택배,40900
10409040,(S)(단품) [스포메틱스] 수분보습 코코넛 스틱 1종(14g),36082,스포메틱스코코넛스틱,과세,이미용품,화장품,기초화장품,자외선차단제,이미용,102734,주식회사스포메틱스,위탁매입,협력사배송,30000
10409114,햇살아이 진영단감 5kg+5kg(총10kg),20866,진영단감,면세,식품,농산물,청과,단감,상생_식품,100002,산협경제지주㈜,위탁매입,협력사배송,35900
10409880,(사용금지)[최대구성]우리소수제포갈비구이400g X 7팩_3,27577,우리소수제포갈비,과세,식품,가공식품,축산가공식품,기타,가공축산,101448,주식회사제이턱코리아익스터내셔날,위탁매입,협력사배송,69900
10409910,천년고수 상주 곶감 60개,36678,천년고수상주곶감,면세,식품,농산물,청과,곶감,상생_식품,100002,산협경제지주㈜,위탁매입,협력사배송,44900
10409936,[S] 광동침향원 4g*90환,36158,광동침향원,과세,식품,건강식품,전통건강식품,전통소재식품/엑기스,건강식품,103186,(주)글로벌비엠에스,위탁매입,협력사배송,288000
10409937,강원명품 녹용과 침향원 60환,36731,강원도명품녹용과침향원,과세,식품,건강식품,전통건강식품,전통소재식품/엑기스,상생_식품,100002,산협경제지주㈜,위탁매입,협력사배송,198000
10410163,강원명품 녹용과 침향원 30환,36731,강원도명품녹용과침향원,과세,식품,건강식품,전통건강식품,전통소재식품/엑기스,상생_식품,100002,산협경제지주㈜,위탁매입,협력사배송,128000
10410165,농협 밥심 볶음밥 5종 세트,36735,농협밥심볶음밥,과세,식품,가공식품,레토르트식품,밥,가공농산,100002,산협경제지주㈜,위탁매입,협력사배송,50900
10410176,하늘그린 천안 신고배 7.5Kg 11~12과,27403,하늘그린천안배,면세,식품,농산물,청과,배,상생_식품,100002,산협경제지주㈜,위탁매입,협력사배송,31900
10410177,[델첸]프라임안마의자,36738,델첸안마의자프라임,과세,건강,안마/마사지기,안마/마사지기,안마의자,레포츠기기,100362,(사)산업기업기술혁신협회,위탁매입,협력사배송,1090000
10410196,[SOGO TRIANA]소고트리아나 니트소매 경량 다운재킷,27765,트리아나니트소매덕다운코트,과세,의류,여성의류,여성복,기타,의류,100003,(주)산업기업유통센터,위탁매입,협력사배송,69000
10410197,고구마명가 리얼 미니 군고구마 25팩+1팩,25628,리얼군고구마,과세,식품,가공식품,농산가공식품,군고구마,가공농산,102859,산업회사법익스주식회사한길웰바이옹,위탁매입,협력사배송,50900
10410232,양구 펀치볼 시래기(해강 2017),24779,양구시래기(해강),면세,식품,농산물,야채,나물류,신선농산,100351,형강물산(주),위탁매입,협력사배송,39900
10410237,[프렌치쿼터]보니타 백팩 3종 세트,36747,프렌치쿼터백팩3종,과세,패션잡화,가방류,여성가방,백팩,잡화,101015,주식회사트라시스,위탁매입,협력사배송,54000
10410440,[단품]알로아IH28프라이팬,36716,알로아IH프라이팬세트,과세,주방용품,조리용품,팬,팬세트,주방용품,102820,주식회사라이프턱테일,위탁매입,협력사배송,35000
10410441,[단품]알로아IH28궁중팬,36716,알로아IH프라이팬세트,과세,주방용품,조리용품,팬,팬세트,주방용품,102820,주식회사라이프턱테일,위탁매입,협력사배송,39000
10410449,스위스밀리터리 핸디형 전동드릴,10365,스위스밀리터리전동,과세,생활용품,DIY용품,공구/철물/수전,공구/철물/수전,생활용품,104816,주식회사 지티엘,위탁매입,협력사배송,49000
10410450,스위스밀리터리 전동드릴 세트_시즌2,10365,스위스밀리터리전동,과세,생활용품,DIY용품,공구/철물/수전,공구/철물/수전,생활용품,104816,주식회사 지티엘,위탁매입,협력사배송,99000
10410451,지나송 보노 모던 암막커튼 풀세트_앞치마세트_슈퍼특대형,36041,지나송보노모던암막커튼,과세,침구/침장,침장류,커튼,기타,침구,100952,(주)레뮤안,위탁매입,협력사배송,159000
10410452,프리미엄 버르장머리 탈모샴푸 세트 (샴푸더블세트13종),23927,프리미엄버르장머리,과세,이미용품,이미용품,헤어용품,샴푸,이미용,100003,(주)산업기업유통센터,위탁매입,협력사배송,69000
10410453,지나송 보노 모던 암막커튼 풀세트_앞치마세트_특대형,36041,지나송보노모던암막커튼,과세,침구/침장,침장류,커튼,기타,침구,100952,(주)레뮤안,위탁매입,협력사배송,129000
10410455,지나송 보노 모던 암막커튼 풀세트_앞치마세트_대형,36041,지나송보노모던암막커튼,과세,침구/침장,침장류,커튼,기타,침구,100952,(주)레뮤안,위탁매입,협력사배송,109000
10410456,지나송 보노 모던 암막커튼 풀세트_앞치마세트_중형,36041,지나송보노모던암막커튼,과세,침구/침장,침장류,커튼,기타,침구,100952,(주)레뮤안,위탁매입,협력사배송,89000
10410457,프리미엄 버르장머리 탈모샴푸 세트 (기본구성 8종),23927,프리미엄버르장머리,과세,이미용품,이미용품,헤어용품,샴푸,이미용,100003,(주)산업기업유통센터,위탁매입,협력사배송,59000
10410460,[해남농협] 해남 황토 호박고구마 9KG_해남,36303,농협고구마(농협식품),면세,식품,농산물,야채,고구마,신선농산,100002,산협경제지주㈜,위탁매입,협력사배송,30900
10410461,[지리산 피아골]생청국장120g*20봉,25899,지리산피아골장세트,과세,식품,가공식품,장/오일/조미료,청국장,가공농산,100002,산협경제지주㈜,위탁매입,협력사배송,40900
10410509,[동서가구]EDF 프리미엄 가죽소파 3인용,25737,동서가구프리미엄가죽소파,과세,가구,거실가구,소파,콤비소파,인테리어,103705,주식회사동서규구,위탁매입,협력사배송,799000
10410516,[동서가구]EDF 프리미엄 가죽소파 4인용,25737,동서가구프리미엄가죽소파,과세,가구,거실가구,소파,콤비소파,인테리어,103705,주식회사동서규구,위탁매입,협력사배송,899000
10410517,[동서가구]EDF 프리미엄 가죽소파 6인용,25737,동서가구프리미엄가죽소파,과세,가구,거실가구,소파,콤비소파,인테리어,103705,주식회사동서규구,위탁매입,협력사배송,1290000
10410520,쿠캔IH와일드마블프라이팬총6종세트,36760,쿠캔IH와일드마블프라이팬,과세,주방용품,조리용품,팬,팬세트,주방용품,104869,주식회사 퓨쳐스랩,위탁매입,협력사배송,59800
10410531,함양상림 숨쉬는연잎밥 18팩,10086,연잎밥(함양상림),과세,식품,가공식품,빵/떡/과자류,떡,가공농산,102999,주식회사 에스앤알(SNR),위탁매입,협력사배송,40900
10410599,[메디칼드림]저주파패드10장,26693,메디칼드림저주파기기,과세,건강,건강기기,생활건강기기,기타,레포츠기기,103187,(주)메턱칼드림,위탁매입,협력사배송,20000
10410639,스위스밀리터리 전기면도기 세트,24862,스위스밀리터리전기면도기,과세,생활용품,생활가전,이미용기기,전기면도기,생활용품,104816,주식회사 지티엘,위탁매입,협력사배송,79000
10410640,스위스밀리터리 휴대용 면도기,24862,스위스밀리터리전기면도기,과세,생활용품,생활가전,이미용기기,전기면도기,생활용품,104816,주식회사 지티엘,위탁매입,협력사배송,49000
10410641,[UNIQUE8 SOUP] 유니크에잇숲 울코트+폭스키링 SET,36635,유니크에잇숲울코트,과세,의류,여성의류,여성복,기타,의류,104844,(주)동광익스터내셔날,위탁매입,협력사배송,79000
10410650,"[냉동겸용]파세코 김치냉장고 71L(PKR-D071CR,WB)_3",27717,파세코냉동김치냉장고,과세,가전,주방가전,냉각기,김치냉장고,가전,102706,(주)파정코,위탁매입,협력사배송,399000
10410651,[2020]귤로장생 제주 햇 한라봉 2kg*3박스,21178,귤로장생,면세,식품,농산물,청과,한라봉,신선농산,100002,산협경제지주㈜,위탁매입,직택배,40900
10410661,[신년맞이 단하루 특집구성] NEW골든벨 24K 순금 목걸이+팔찌+1g골드바세트_3,24073,수앤진골드,과세,보석,보석류,귀금속,순금,잡화,102636,(주)유스다이아몬드,위탁매입,협력사배송,3330000
10410662,[UNIQUE8 SOUP] 유니크에잇숲 캐시미어 울코트,36634,유니크에잇숲캐시코트,과세,의류,여성의류,여성복,기타,의류,104844,(주)동광익스터내셔날,위탁매입,협력사배송,119000
10410663,약콩 흑선식 (25g * 30포) * 5박스,26410,흑선식,과세,식품,건강식품,전통건강식품,분말,건강식품,102018,주식회사이지트레이더,위탁매입,협력사배송,59900
10410664,"유화연 윤효 한방기초 풀패키지(22종,자빛쿠션)",36223,유화연기초시즌2,과세,이미용품,화장품,기초화장품,기초세트,이미용,100003,(주)산업기업유통센터,위탁매입,협력사배송,79800
10410666,(단품) 유화연 윤효 자빛쿠션 1종,36223,유화연기초시즌2,과세,이미용품,화장품,기초화장품,기초세트,이미용,100003,(주)산업기업유통센터,위탁매입,협력사배송,45000
10411372,때르미오 때술술 장갑 1+1세트(옐로우장갑추가),27692,때르미오때수건,과세,이미용품,이미용품,바디용품,기타,이미용,100400,(주)에스티씨코리아,위탁매입,협력사배송,39900
10411686,해커스 공인중개사 평생회원 (환급) 2020,25950,해커스공인중개사(렌탈),과세,문화/서비스,무형상품,소개방송,교육상품,문화서비스,100003,(주)산업기업유통센터,위탁매입,협력사배송,0
10411695,정읍 명품 귀리 500g 14봉,36737,정읍명품귀리,면세,식품,농산물,양곡,귀리,상생_식품,101100,산림조합중앙회임산물유통센터,위탁매입,협력사배송,40900
10411696,천연담아 명품 천연다시팩 시즌 2 (멸치8봉+솔치2봉+청양고추2봉),23098,다시팩(천연담아),과세,식품,가공식품,수산가공식품,수산가공 세트,가공수산,100004,물산업협동조합중앙회,위탁매입,협력사배송,49900
10411697,감비천 다이어트 12주분+감비천액열1주분,26399,감비천,과세,식품,건강식품,건강기능식품,다이어트식품,건강식품,103576,(주)파익스씨티,위탁매입,협력사배송,99000
10411698,아이스크림 홈런,23879,아이스크림홈런학습기(렌탈),과세,문화/서비스,무형상품,렌탈서비스,교육학습기,문화서비스,100003,(주)산업기업유통센터,위탁매입,협력사배송,0
10411734,[황금희] 인텐시브 페이셜 아이크림 풀패키지,36940,황금희아이크림,과세,이미용품,화장품,기초화장품,기초세트,이미용,104945,주식회사 코리아코스팩,위탁매입,협력사배송,59800
10411737,[아날도바시니] 한채아의 파리지앵 패딩코트,36552,아날도바시니파리지앵패딩,과세,의류,여성의류,여성복,기타,의류,102442,(주)옹월과시선,위탁매입,협력사배송,49900
10411738,호인 영광 법성포굴비 대장대 40미_3,23898,호인굴비,면세,식품,수산물,일반어류,굴비,신선수산,100024,주식회사제일,위탁매입,협력사배송,69900
10411739,[단품] 글램폭스 플로리사 립글로즈 1종,36805,글램폭스꽃립글로즈,과세,이미용품,화장품,색조화장품,립글로즈,이미용,103618,(주)온워드앤파트너스,위탁매입,협력사배송,35000
10411740,[젠트웰]남성 프리미엄 울코트 1종(17),36128,젠트웰남성울코트(17),과세,의류,남성의류,코트,방모하프코트,의류,100003,(주)산업기업유통센터,위탁매입,직택배,59000
10411741,(S) [단품]_[뷰티베이커리]롤리컬리 그루팡 헤어볼륨세트 1세트,36079,뷰티베이커리그루팡,과세,이미용품,이미용품,이미용기기,헤어롤,이미용,103647,(주)스티베이커리,위탁매입,협력사배송,43000
10411742,리눔아티카 베개 (베개4종),36806,리눔아티카베개,과세,침구/침장,침구류,속통,베개속통,침구,104871,주식회사 넷플러스코리아,위탁매입,협력사배송,49900
